                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  198:  128:call_pal| 124:call_pal| 120:halt    | 116:bne     |   0:-       BUS_LOAD  MEM[120] accepted 1
  199:   40:addq    |   0:-       |   0:-       |   0:-       | 116:bne     BUS_LOAD  MEM[32] accepted 1
  200:   44:cmple   |  40:addq    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  201:   48:mulq    |  44:cmple   |  40:addq    |   0:-       |   0:-       BUS_LOAD  MEM[40] accepted 1
  202:   52:addq    |  48:mulq    |  44:cmple   |  40:addq    |   0:-       BUS_LOAD  MEM[48] accepted 1
  203:   56:mulq    |  52:addq    |  48:mulq    |  44:cmple   |  40:addq    r4=8  BUS_LOAD  MEM[48] accepted 1
  204:   60:addq    |  56:mulq    |  52:addq    |  48:mulq    |  44:cmple   r5=1  BUS_LOAD  MEM[56] accepted 1
  205:   64:mulq    |  60:addq    |  56:mulq    |  52:addq    |  48:mulq    r10=0x13f0c6c2a006c9fc  BUS_LOAD  MEM[56] accepted 1
  206:   68:addq    |  64:mulq    |  60:addq    |  56:mulq    |  52:addq    r10=0x13f0c6c3550bbd29  BUS_LOAD  MEM[64] accepted 1
  207:   72:mulq    |  68:addq    |  64:mulq    |  60:addq    |  56:mulq    r11=0xd63ab32bc9d62185  BUS_LOAD  MEM[64] accepted 1
  208:   76:addq    |  72:mulq    |  68:addq    |  64:mulq    |  60:addq    r11=0xd63ab32c7edb14b2  BUS_LOAD  MEM[72] accepted 1
  209:   80:srl     |  76:addq    |  72:mulq    |  68:addq    |  64:mulq    r12=0x4b40fca4151dd3ea  BUS_LOAD  MEM[72] accepted 1
  210:   84:stq     |  80:srl     |  76:addq    |  72:mulq    |  68:addq    r12=0x4b40fca4ca22c717  BUS_LOAD  MEM[80] accepted 1
  211:   88:srl     |  84:stq     |  80:srl     |  76:addq    |  72:mulq    r1=0x6ea04963ae0e91bb  BUS_LOAD  MEM[80] accepted 1
  212:   92:stq     |  88:srl     |  84:stq     |  80:srl     |  76:addq    r1=0x6ea04964631384e8  BUS_LOAD  MEM[88] accepted 1
  213:    0:-       |  92:stq     |  88:srl     |  84:stq     |  80:srl     r10=334546627  BUS_STORE MEM[4320] = 334546627 accepted 1
  214:   96:srl     |   0:-       |  92:stq     |  88:srl     |  84:stq     BUS_LOAD  MEM[88] accepted 1
  215:    0:-       |  96:srl     |   0:-       |  92:stq     |  88:srl     r11=-700796116  BUS_STORE MEM[4328] = -700796116 accepted 1
  216:  100:stq     |   0:-       |  96:srl     |   0:-       |  92:stq     BUS_LOAD  MEM[96] accepted 1
  217:  104:srl     | 100:stq     |   0:-       |  96:srl     |   0:-       BUS_LOAD  MEM[96] accepted 1
